date,KO stock,isPartial
2015-04-01,55,False
2015-04-02,49,False
2015-04-03,26,False
2015-04-04,28,False
2015-04-05,0,False
2015-04-06,33,False
2015-04-07,46,False
2015-04-08,70,False
2015-04-09,23,False
2015-04-10,25,False
2015-04-11,18,False
2015-04-12,0,False
2015-04-13,23,False
2015-04-14,91,False
2015-04-15,54,False
2015-04-16,62,False
2015-04-17,24,False
2015-04-18,28,False
2015-04-19,9,False
2015-04-20,61,False
2015-04-21,78,False
2015-04-22,100,False
2015-04-23,47,False
2015-04-24,65,False
2015-04-25,18,False
2015-04-26,18,False
2015-04-27,46,False
2015-04-28,45,False
2015-04-29,54,False
2015-04-30,48,False
