date,HD stock,isPartial
2015-10-01,67,False
2015-10-02,88,False
2015-10-03,34,False
2015-10-04,50,False
2015-10-05,66,False
2015-10-06,83,False
2015-10-07,46,False
2015-10-08,64,False
2015-10-09,69,False
2015-10-10,24,False
2015-10-11,51,False
2015-10-12,44,False
2015-10-13,48,False
2015-10-14,37,False
2015-10-15,81,False
2015-10-16,54,False
2015-10-17,57,False
2015-10-18,26,False
2015-10-19,60,False
2015-10-20,90,False
2015-10-21,75,False
2015-10-22,84,False
2015-10-23,100,False
2015-10-24,64,False
2015-10-25,43,False
2015-10-26,71,False
2015-10-27,97,False
2015-10-28,79,False
2015-10-29,49,False
2015-10-30,70,False
2015-10-31,55,False
