,date,PFE,isPartial
23,2013-12-24,16.099999999999998,False
24,2013-12-25,8.049999999999999,False
25,2013-12-26,19.599999999999998,False
26,2013-12-27,18.2,False
27,2013-12-28,14.7,False
28,2013-12-29,8.399999999999999,False
29,2013-12-30,13.299999999999999,False
30,2013-12-31,18.2,False
0,2014-01-01,19.35,False
1,2014-01-02,34.65,False
2,2014-01-03,18.900000000000002,False
3,2014-01-04,19.8,False
4,2014-01-05,5.4,False
5,2014-01-06,24.75,False
6,2014-01-07,36.9,False
7,2014-01-08,27.0,False
8,2014-01-09,21.150000000000002,False
9,2014-01-10,22.95,False
10,2014-01-11,6.3,False
11,2014-01-12,14.4,False
12,2014-01-13,30.6,False
13,2014-01-14,33.300000000000004,False
14,2014-01-15,31.05,False
15,2014-01-16,31.5,False
16,2014-01-17,40.5,False
17,2014-01-18,9.450000000000001,False
18,2014-01-19,11.25,False
19,2014-01-20,22.95,False
20,2014-01-21,21.6,False
21,2014-01-22,26.1,False
22,2014-01-23,27.45,False
23,2014-01-24,35.550000000000004,False
24,2014-01-25,12.6,False
25,2014-01-26,18.900000000000002,False
26,2014-01-27,31.5,False
27,2014-01-28,45.0,False
28,2014-01-29,41.4,False
29,2014-01-30,36.0,False
30,2014-01-31,23.85,False
0,2014-02-01,16.32,False
1,2014-02-02,17.28,False
2,2014-02-03,41.76,False
3,2014-02-04,35.04,False
4,2014-02-05,34.08,False
5,2014-02-06,48.0,False
6,2014-02-07,36.96,False
7,2014-02-08,17.759999999999998,False
8,2014-02-09,23.04,False
9,2014-02-10,36.96,False
10,2014-02-11,37.92,False
11,2014-02-12,36.96,False
12,2014-02-13,46.559999999999995,False
13,2014-02-14,24.0,False
14,2014-02-15,20.64,False
15,2014-02-16,21.599999999999998,False
16,2014-02-17,35.519999999999996,False
17,2014-02-18,47.519999999999996,False
18,2014-02-19,42.239999999999995,False
19,2014-02-20,42.72,False
20,2014-02-21,36.48,False
21,2014-02-22,6.72,False
22,2014-02-23,20.16,False
23,2014-02-24,40.8,False
24,2014-02-25,39.36,False
25,2014-02-26,26.4,False
26,2014-02-27,40.8,False
27,2014-02-28,38.4,False
0,2014-03-01,10.5,False
1,2014-03-02,10.08,False
2,2014-03-03,18.48,False
3,2014-03-04,27.72,False
4,2014-03-05,27.72,False
5,2014-03-06,30.24,False
6,2014-03-07,35.28,False
7,2014-03-08,11.76,False
8,2014-03-09,10.5,False
9,2014-03-10,23.099999999999998,False
10,2014-03-11,25.2,False
11,2014-03-12,36.12,False
12,2014-03-13,33.6,False
13,2014-03-14,27.72,False
14,2014-03-15,13.44,False
15,2014-03-16,14.28,False
16,2014-03-17,31.08,False
17,2014-03-18,26.459999999999997,False
18,2014-03-19,27.3,False
19,2014-03-20,25.619999999999997,False
20,2014-03-21,20.58,False
21,2014-03-22,13.44,False
22,2014-03-23,7.9799999999999995,False
23,2014-03-24,31.919999999999998,False
24,2014-03-25,18.9,False
25,2014-03-26,26.459999999999997,False
26,2014-03-27,35.699999999999996,False
27,2014-03-28,26.459999999999997,False
28,2014-03-29,9.24,False
29,2014-03-30,13.44,False
30,2014-03-31,42.0,False
0,2014-04-01,18.72,False
1,2014-04-02,33.6,False
2,2014-04-03,33.6,False
3,2014-04-04,39.839999999999996,False
4,2014-04-05,15.84,False
5,2014-04-06,13.44,False
6,2014-04-07,31.2,False
7,2014-04-08,37.92,False
8,2014-04-09,33.6,False
9,2014-04-10,28.799999999999997,False
10,2014-04-11,31.68,False
11,2014-04-12,17.28,False
12,2014-04-13,11.52,False
13,2014-04-14,30.24,False
14,2014-04-15,37.44,False
15,2014-04-16,22.56,False
16,2014-04-17,32.64,False
17,2014-04-18,6.72,False
18,2014-04-19,20.16,False
19,2014-04-20,13.44,False
20,2014-04-21,25.919999999999998,False
21,2014-04-22,33.6,False
22,2014-04-23,37.44,False
23,2014-04-24,40.8,False
24,2014-04-25,36.96,False
25,2014-04-26,18.24,False
26,2014-04-27,17.759999999999998,False
27,2014-04-28,48.0,False
28,2014-04-29,37.44,False
29,2014-04-30,41.76,False
0,2014-05-01,25.8,False
1,2014-05-02,39.6,False
2,2014-05-03,13.2,False
3,2014-05-04,18.599999999999998,False
4,2014-05-05,40.199999999999996,False
5,2014-05-06,37.8,False
6,2014-05-07,32.4,False
7,2014-05-08,44.4,False
8,2014-05-09,39.6,False
9,2014-05-10,24.599999999999998,False
10,2014-05-11,17.4,False
11,2014-05-12,34.8,False
12,2014-05-13,46.199999999999996,False
