date,GS stock,isPartial
2017-02-01,42,False
2017-02-02,38,False
2017-02-03,100,False
2017-02-04,22,False
2017-02-05,19,False
2017-02-06,56,False
2017-02-07,48,False
2017-02-08,21,False
2017-02-09,61,False
2017-02-10,45,False
2017-02-11,19,False
2017-02-12,10,False
2017-02-13,48,False
2017-02-14,90,False
2017-02-15,90,False
2017-02-16,68,False
2017-02-17,52,False
2017-02-18,13,False
2017-02-19,13,False
2017-02-20,13,False
2017-02-21,48,False
2017-02-22,45,False
2017-02-23,51,False
2017-02-24,70,False
2017-02-25,9,False
2017-02-26,16,False
2017-02-27,47,False
2017-02-28,35,False
