date,KO stock,isPartial
2017-03-01,100,False
2017-03-02,76,False
2017-03-03,83,False
2017-03-04,48,False
2017-03-05,22,False
2017-03-06,80,False
2017-03-07,64,False
2017-03-08,61,False
2017-03-09,47,False
2017-03-10,61,False
2017-03-11,22,False
2017-03-12,12,False
2017-03-13,70,False
2017-03-14,81,False
2017-03-15,62,False
2017-03-16,51,False
2017-03-17,32,False
2017-03-18,29,False
2017-03-19,22,False
2017-03-20,84,False
2017-03-21,70,False
2017-03-22,64,False
2017-03-23,56,False
2017-03-24,64,False
2017-03-25,20,False
2017-03-26,7,False
2017-03-27,59,False
2017-03-28,51,False
2017-03-29,59,False
2017-03-30,58,False
2017-03-31,76,False
