date,PHG stock,isPartial
2014-02-01,0,False
2014-02-02,0,False
2014-02-03,0,False
2014-02-04,33,False
2014-02-05,34,False
2014-02-06,47,False
2014-02-07,39,False
2014-02-08,0,False
2014-02-09,79,False
2014-02-10,33,False
2014-02-11,33,False
2014-02-12,0,False
2014-02-13,34,False
2014-02-14,35,False
2014-02-15,40,False
2014-02-16,0,False
2014-02-17,0,False
2014-02-18,100,False
2014-02-19,0,False
2014-02-20,34,False
2014-02-21,35,False
2014-02-22,0,False
2014-02-23,0,False
2014-02-24,33,False
2014-02-25,33,False
2014-02-26,0,False
2014-02-27,34,False
2014-02-28,0,False
