date,MSFT stock,isPartial
2014-06-01,29,False
2014-06-02,60,False
2014-06-03,60,False
2014-06-04,61,False
2014-06-05,71,False
2014-06-06,100,False
2014-06-07,35,False
2014-06-08,18,False
2014-06-09,38,False
2014-06-10,63,False
2014-06-11,70,False
2014-06-12,86,False
2014-06-13,79,False
2014-06-14,11,False
2014-06-15,23,False
2014-06-16,66,False
2014-06-17,52,False
2014-06-18,43,False
2014-06-19,78,False
2014-06-20,80,False
2014-06-21,41,False
2014-06-22,29,False
2014-06-23,57,False
2014-06-24,52,False
2014-06-25,61,False
2014-06-26,77,False
2014-06-27,70,False
2014-06-28,47,False
2014-06-29,23,False
2014-06-30,86,False
