date,GOOG stock,isPartial
2015-12-01,55,False
2015-12-02,64,False
2015-12-03,80,False
2015-12-04,68,False
2015-12-05,16,False
2015-12-06,25,False
2015-12-07,52,False
2015-12-08,58,False
2015-12-09,43,False
2015-12-10,44,False
2015-12-11,50,False
2015-12-12,10,False
2015-12-13,15,False
2015-12-14,39,False
2015-12-15,54,False
2015-12-16,31,False
2015-12-17,23,False
2015-12-18,83,False
2015-12-19,33,False
2015-12-20,11,False
2015-12-21,37,False
2015-12-22,52,False
2015-12-23,60,False
2015-12-24,49,False
2015-12-25,18,False
2015-12-26,17,False
2015-12-27,16,False
2015-12-28,61,False
2015-12-29,100,False
2015-12-30,64,False
2015-12-31,69,False
