date,INTC stock,isPartial
2016-07-01,12,False
2016-07-02,17,False
2016-07-03,0,False
2016-07-04,8,False
2016-07-05,19,False
2016-07-06,20,False
2016-07-07,31,False
2016-07-08,61,False
2016-07-09,9,False
2016-07-10,0,False
2016-07-11,50,False
2016-07-12,27,False
2016-07-13,50,False
2016-07-14,63,False
2016-07-15,44,False
2016-07-16,4,False
2016-07-17,18,False
2016-07-18,19,False
2016-07-19,27,False
2016-07-20,100,False
2016-07-21,82,False
2016-07-22,60,False
2016-07-23,23,False
2016-07-24,4,False
2016-07-25,23,False
2016-07-26,30,False
2016-07-27,42,False
2016-07-28,34,False
2016-07-29,28,False
2016-07-30,13,False
2016-07-31,0,False
