date,COST stock,isPartial
2016-11-01,56,False
2016-11-02,78,False
2016-11-03,65,False
2016-11-04,61,False
2016-11-05,37,False
2016-11-06,27,False
2016-11-07,69,False
2016-11-08,72,False
2016-11-09,85,False
2016-11-10,82,False
2016-11-11,58,False
2016-11-12,51,False
2016-11-13,36,False
2016-11-14,75,False
2016-11-15,81,False
2016-11-16,65,False
2016-11-17,79,False
2016-11-18,78,False
2016-11-19,44,False
2016-11-20,50,False
2016-11-21,62,False
2016-11-22,62,False
2016-11-23,63,False
2016-11-24,39,False
2016-11-25,49,False
2016-11-26,45,False
2016-11-27,51,False
2016-11-28,65,False
2016-11-29,89,False
2016-11-30,100,False
