date,WMT stock,isPartial
2017-12-01,81,False
2017-12-02,31,False
2017-12-03,6,False
2017-12-04,70,False
2017-12-05,100,False
2017-12-06,79,False
2017-12-07,76,False
2017-12-08,74,False
2017-12-09,34,False
2017-12-10,12,False
2017-12-11,58,False
2017-12-12,71,False
2017-12-13,70,False
2017-12-14,68,False
2017-12-15,58,False
2017-12-16,20,False
2017-12-17,18,False
2017-12-18,62,False
2017-12-19,70,False
2017-12-20,83,False
2017-12-21,74,False
2017-12-22,81,False
2017-12-23,33,False
2017-12-24,7,False
2017-12-25,4,False
2017-12-26,73,False
2017-12-27,66,False
2017-12-28,65,False
2017-12-29,81,False
2017-12-30,33,False
2017-12-31,11,False
