date,AMZN stock,isPartial
2012-05-01,100,False
2012-05-02,70,False
2012-05-03,61,False
2012-05-04,43,False
2012-05-05,37,False
2012-05-06,24,False
2012-05-07,40,False
2012-05-08,39,False
2012-05-09,40,False
2012-05-10,40,False
2012-05-11,42,False
2012-05-12,25,False
2012-05-13,0,False
2012-05-14,30,False
2012-05-15,20,False
2012-05-16,40,False
2012-05-17,21,False
2012-05-18,32,False
2012-05-19,63,False
2012-05-20,49,False
2012-05-21,40,False
2012-05-22,99,False
2012-05-23,40,False
2012-05-24,61,False
2012-05-25,64,False
2012-05-26,26,False
2012-05-27,0,False
2012-05-28,0,False
2012-05-29,20,False
2012-05-30,20,False
2012-05-31,60,False
