date,MAT stock,isPartial
2014-08-01,60,False
2014-08-02,68,False
2014-08-03,0,False
2014-08-04,70,False
2014-08-05,56,False
2014-08-06,57,False
2014-08-07,0,False
2014-08-08,0,False
2014-08-09,34,False
2014-08-10,100,False
2014-08-11,0,False
2014-08-12,0,False
2014-08-13,42,False
2014-08-14,28,False
2014-08-15,0,False
2014-08-16,0,False
2014-08-17,34,False
2014-08-18,28,False
2014-08-19,28,False
2014-08-20,28,False
2014-08-21,84,False
2014-08-22,29,False
2014-08-23,66,False
2014-08-24,33,False
2014-08-25,27,False
2014-08-26,0,False
2014-08-27,27,False
2014-08-28,0,False
2014-08-29,0,False
2014-08-30,0,False
2014-08-31,64,False
