date,HAS stock,isPartial
2013-02-01,100,False
2013-02-02,55,False
2013-02-03,64,False
2013-02-04,72,False
2013-02-05,71,False
2013-02-06,87,False
2013-02-07,85,False
2013-02-08,57,False
2013-02-09,74,False
2013-02-10,77,False
2013-02-11,86,False
2013-02-12,76,False
2013-02-13,72,False
2013-02-14,71,False
2013-02-15,61,False
2013-02-16,76,False
2013-02-17,51,False
2013-02-18,71,False
2013-02-19,82,False
2013-02-20,83,False
2013-02-21,71,False
2013-02-22,72,False
2013-02-23,64,False
2013-02-24,52,False
2013-02-25,98,False
2013-02-26,86,False
2013-02-27,82,False
2013-02-28,75,False
