date,TSLA stock,isPartial
2017-10-01,13,False
2017-10-02,65,False
2017-10-03,82,False
2017-10-04,73,False
2017-10-05,67,False
2017-10-06,52,False
2017-10-07,13,False
2017-10-08,14,False
2017-10-09,59,False
2017-10-10,74,False
2017-10-11,62,False
2017-10-12,46,False
2017-10-13,69,False
2017-10-14,22,False
2017-10-15,5,False
2017-10-16,52,False
2017-10-17,53,False
2017-10-18,60,False
2017-10-19,49,False
2017-10-20,46,False
2017-10-21,13,False
2017-10-22,9,False
2017-10-23,42,False
2017-10-24,39,False
2017-10-25,60,False
2017-10-26,58,False
2017-10-27,100,False
2017-10-28,28,False
2017-10-29,9,False
2017-10-30,55,False
2017-10-31,71,False
