date,AAPL stock,isPartial
2015-10-01,60,False
2015-10-02,54,False
2015-10-03,9,False
2015-10-04,9,False
2015-10-05,47,False
2015-10-06,47,False
2015-10-07,41,False
2015-10-08,53,False
2015-10-09,44,False
2015-10-10,9,False
2015-10-11,10,False
2015-10-12,37,False
2015-10-13,43,False
2015-10-14,36,False
2015-10-15,37,False
2015-10-16,51,False
2015-10-17,14,False
2015-10-18,7,False
2015-10-19,43,False
2015-10-20,42,False
2015-10-21,47,False
2015-10-22,57,False
2015-10-23,68,False
2015-10-24,18,False
2015-10-25,14,False
2015-10-26,67,False
2015-10-27,95,False
2015-10-28,100,False
2015-10-29,59,False
2015-10-30,58,False
2015-10-31,11,False
