date,AAPL stock,isPartial
2012-12-01,13,False
2012-12-02,13,False
2012-12-03,34,False
2012-12-04,77,False
2012-12-05,100,False
2012-12-06,97,False
2012-12-07,82,False
2012-12-08,29,False
2012-12-09,13,False
2012-12-10,60,False
2012-12-11,66,False
2012-12-12,63,False
2012-12-13,71,False
2012-12-14,98,False
2012-12-15,33,False
2012-12-16,15,False
2012-12-17,81,False
2012-12-18,63,False
2012-12-19,67,False
2012-12-20,52,False
2012-12-21,46,False
2012-12-22,8,False
2012-12-23,14,False
2012-12-24,50,False
2012-12-25,6,False
2012-12-26,47,False
2012-12-27,95,False
2012-12-28,55,False
2012-12-29,19,False
2012-12-30,5,False
2012-12-31,70,False
