date,GOOG stock,isPartial
2014-12-01,55,False
2014-12-02,46,False
2014-12-03,50,False
2014-12-04,85,False
2014-12-05,82,False
2014-12-06,34,False
2014-12-07,18,False
2014-12-08,64,False
2014-12-09,75,False
2014-12-10,57,False
2014-12-11,80,False
2014-12-12,30,False
2014-12-13,30,False
2014-12-14,26,False
2014-12-15,53,False
2014-12-16,89,False
2014-12-17,100,False
2014-12-18,70,False
2014-12-19,69,False
2014-12-20,39,False
2014-12-21,39,False
2014-12-22,54,False
2014-12-23,52,False
2014-12-24,51,False
2014-12-25,42,False
2014-12-26,56,False
2014-12-27,42,False
2014-12-28,11,False
2014-12-29,64,False
2014-12-30,72,False
2014-12-31,42,False
