date,PFE stock,isPartial
2018-05-01,100,False
2018-05-02,51,False
2018-05-03,73,False
2018-05-04,36,False
2018-05-05,20,False
2018-05-06,15,False
2018-05-07,56,False
2018-05-08,55,False
2018-05-09,51,False
2018-05-10,26,False
2018-05-11,62,False
2018-05-12,15,False
2018-05-13,10,False
2018-05-14,21,False
2018-05-15,34,False
2018-05-16,64,False
2018-05-17,26,False
2018-05-18,31,False
2018-05-19,5,False
2018-05-20,10,False
2018-05-21,31,False
2018-05-22,51,False
2018-05-23,48,False
2018-05-24,13,False
2018-05-25,41,False
2018-05-26,5,False
2018-05-27,0,False
2018-05-28,13,False
2018-05-29,30,False
2018-05-30,56,False
2018-05-31,35,False
