date,GS stock,isPartial
2014-07-01,22,False
2014-07-02,15,False
2014-07-03,15,False
2014-07-04,0,False
2014-07-05,18,False
2014-07-06,30,False
2014-07-07,24,False
2014-07-08,29,False
2014-07-09,24,False
2014-07-10,29,False
2014-07-11,15,False
2014-07-12,17,False
2014-07-13,17,False
2014-07-14,36,False
2014-07-15,100,False
2014-07-16,25,False
2014-07-17,15,False
2014-07-18,46,False
2014-07-19,36,False
2014-07-20,27,False
2014-07-21,19,False
2014-07-22,24,False
2014-07-23,30,False
2014-07-24,22,False
2014-07-25,21,False
2014-07-26,30,False
2014-07-27,0,False
2014-07-28,29,False
2014-07-29,24,False
2014-07-30,22,False
2014-07-31,22,False
