date,BA stock,isPartial
2017-03-01,100,False
2017-03-02,79,False
2017-03-03,87,False
2017-03-04,24,False
2017-03-05,23,False
2017-03-06,65,False
2017-03-07,61,False
2017-03-08,58,False
2017-03-09,59,False
2017-03-10,51,False
2017-03-11,16,False
2017-03-12,15,False
2017-03-13,56,False
2017-03-14,49,False
2017-03-15,48,False
2017-03-16,48,False
2017-03-17,62,False
2017-03-18,13,False
2017-03-19,10,False
2017-03-20,40,False
2017-03-21,35,False
2017-03-22,44,False
2017-03-23,42,False
2017-03-24,40,False
2017-03-25,20,False
2017-03-26,11,False
2017-03-27,49,False
2017-03-28,33,False
2017-03-29,39,False
2017-03-30,44,False
2017-03-31,58,False
