date,PEP stock,isPartial
2013-12-01,0,False
2013-12-02,0,False
2013-12-03,49,False
2013-12-04,16,False
2013-12-05,22,False
2013-12-06,43,False
2013-12-07,20,False
2013-12-08,20,False
2013-12-09,33,False
2013-12-10,44,False
2013-12-11,100,False
2013-12-12,34,False
2013-12-13,0,False
2013-12-14,20,False
2013-12-15,39,False
2013-12-16,28,False
2013-12-17,23,False
2013-12-18,45,False
2013-12-19,23,False
2013-12-20,55,False
2013-12-21,21,False
2013-12-22,21,False
2013-12-23,31,False
2013-12-24,30,False
2013-12-25,22,False
2013-12-26,38,False
2013-12-27,31,False
2013-12-28,20,False
2013-12-29,20,False
2013-12-30,30,False
2013-12-31,40,False
