date,WDC stock,isPartial
2016-09-01,64,False
2016-09-02,54,False
2016-09-03,0,False
2016-09-04,14,False
2016-09-05,24,False
2016-09-06,70,False
2016-09-07,100,False
2016-09-08,89,False
2016-09-09,50,False
2016-09-10,56,False
2016-09-11,14,False
2016-09-12,80,False
2016-09-13,43,False
2016-09-14,24,False
2016-09-15,44,False
2016-09-16,53,False
2016-09-17,18,False
2016-09-18,26,False
2016-09-19,15,False
2016-09-20,38,False
2016-09-21,66,False
2016-09-22,66,False
2016-09-23,49,False
2016-09-24,28,False
2016-09-25,0,False
2016-09-26,46,False
2016-09-27,69,False
2016-09-28,58,False
2016-09-29,54,False
2016-09-30,64,False
