date,FB stock,isPartial
2016-02-01,84,False
2016-02-02,99,False
2016-02-03,86,False
2016-02-04,81,False
2016-02-05,80,False
2016-02-06,35,False
2016-02-07,23,False
2016-02-08,80,False
2016-02-09,100,False
2016-02-10,71,False
2016-02-11,78,False
2016-02-12,76,False
2016-02-13,20,False
2016-02-14,17,False
2016-02-15,23,False
2016-02-16,68,False
2016-02-17,69,False
2016-02-18,68,False
2016-02-19,46,False
2016-02-20,23,False
2016-02-21,11,False
2016-02-22,67,False
2016-02-23,59,False
2016-02-24,53,False
2016-02-25,67,False
2016-02-26,60,False
2016-02-27,15,False
2016-02-28,12,False
2016-02-29,56,False
