date,HAS stock,isPartial
2018-10-01,84,False
2018-10-02,100,False
2018-10-03,65,False
2018-10-04,88,False
2018-10-05,60,False
2018-10-06,56,False
2018-10-07,66,False
2018-10-08,76,False
2018-10-09,70,False
2018-10-10,94,False
2018-10-11,82,False
2018-10-12,85,False
2018-10-13,59,False
2018-10-14,52,False
2018-10-15,93,False
2018-10-16,77,False
2018-10-17,81,False
2018-10-18,71,False
2018-10-19,59,False
2018-10-20,43,False
2018-10-21,52,False
2018-10-22,91,False
2018-10-23,74,False
2018-10-24,93,False
2018-10-25,85,False
2018-10-26,59,False
2018-10-27,44,False
2018-10-28,57,False
2018-10-29,85,False
2018-10-30,93,False
2018-10-31,76,False
