date,PFE stock,isPartial
2017-09-01,82,False
2017-09-02,21,False
2017-09-03,14,False
2017-09-04,0,False
2017-09-05,40,False
2017-09-06,29,False
2017-09-07,47,False
2017-09-08,37,False
2017-09-09,7,False
2017-09-10,13,False
2017-09-11,59,False
2017-09-12,58,False
2017-09-13,64,False
2017-09-14,100,False
2017-09-15,36,False
2017-09-16,27,False
2017-09-17,0,False
2017-09-18,64,False
2017-09-19,29,False
2017-09-20,64,False
2017-09-21,47,False
2017-09-22,86,False
2017-09-23,20,False
2017-09-24,0,False
2017-09-25,88,False
2017-09-26,41,False
2017-09-27,69,False
2017-09-28,53,False
2017-09-29,50,False
2017-09-30,21,False
