date,HD stock,isPartial
2013-09-01,61,False
2013-09-02,72,False
2013-09-03,66,False
2013-09-04,78,False
2013-09-05,51,False
2013-09-06,86,False
2013-09-07,37,False
2013-09-08,64,False
2013-09-09,73,False
2013-09-10,45,False
2013-09-11,100,False
2013-09-12,96,False
2013-09-13,48,False
2013-09-14,55,False
2013-09-15,58,False
2013-09-16,88,False
2013-09-17,61,False
2013-09-18,65,False
2013-09-19,78,False
2013-09-20,37,False
2013-09-21,59,False
2013-09-22,31,False
2013-09-23,73,False
2013-09-24,64,False
2013-09-25,50,False
2013-09-26,86,False
2013-09-27,53,False
2013-09-28,55,False
2013-09-29,85,False
2013-09-30,72,False
