date,COST stock,isPartial
2018-06-01,100,False
2018-06-02,46,False
2018-06-03,60,False
2018-06-04,70,False
2018-06-05,79,False
2018-06-06,85,False
2018-06-07,80,False
2018-06-08,64,False
2018-06-09,40,False
2018-06-10,47,False
2018-06-11,75,False
2018-06-12,67,False
2018-06-13,75,False
2018-06-14,80,False
2018-06-15,83,False
2018-06-16,43,False
2018-06-17,60,False
2018-06-18,93,False
2018-06-19,68,False
2018-06-20,69,False
2018-06-21,76,False
2018-06-22,69,False
2018-06-23,44,False
2018-06-24,46,False
2018-06-25,73,False
2018-06-26,90,False
2018-06-27,87,False
2018-06-28,75,False
2018-06-29,69,False
2018-06-30,55,False
