date,TXN stock,isPartial
2018-09-01,46,False
2018-09-02,15,False
2018-09-03,14,False
2018-09-04,39,False
2018-09-05,66,False
2018-09-06,46,False
2018-09-07,55,False
2018-09-08,45,False
2018-09-09,30,False
2018-09-10,59,False
2018-09-11,39,False
2018-09-12,85,False
2018-09-13,100,False
2018-09-14,68,False
2018-09-15,15,False
2018-09-16,15,False
2018-09-17,52,False
2018-09-18,59,False
2018-09-19,59,False
2018-09-20,59,False
2018-09-21,68,False
2018-09-22,15,False
2018-09-23,30,False
2018-09-24,46,False
2018-09-25,39,False
2018-09-26,59,False
2018-09-27,66,False
2018-09-28,34,False
2018-09-29,15,False
2018-09-30,37,False
