date,TSLA stock,isPartial
2015-08-01,8,False
2015-08-02,10,False
2015-08-03,27,False
2015-08-04,26,False
2015-08-05,63,False
2015-08-06,100,False
2015-08-07,35,False
2015-08-08,14,False
2015-08-09,18,False
2015-08-10,39,False
2015-08-11,50,False
2015-08-12,42,False
2015-08-13,32,False
2015-08-14,32,False
2015-08-15,10,False
2015-08-16,10,False
2015-08-17,39,False
2015-08-18,36,False
2015-08-19,41,False
2015-08-20,37,False
2015-08-21,63,False
2015-08-22,13,False
2015-08-23,10,False
2015-08-24,84,False
2015-08-25,64,False
2015-08-26,62,False
2015-08-27,61,False
2015-08-28,53,False
2015-08-29,11,False
2015-08-30,9,False
2015-08-31,34,False
