date,EXPE stock,isPartial
2016-04-01,16,False
2016-04-02,0,False
2016-04-03,0,False
2016-04-04,30,False
2016-04-05,15,False
2016-04-06,23,False
2016-04-07,15,False
2016-04-08,16,False
2016-04-09,18,False
2016-04-10,0,False
2016-04-11,30,False
2016-04-12,22,False
2016-04-13,23,False
2016-04-14,31,False
2016-04-15,24,False
2016-04-16,0,False
2016-04-17,0,False
2016-04-18,15,False
2016-04-19,15,False
2016-04-20,23,False
2016-04-21,15,False
2016-04-22,32,False
2016-04-23,0,False
2016-04-24,0,False
2016-04-25,0,False
2016-04-26,30,False
2016-04-27,30,False
2016-04-28,100,False
2016-04-29,79,False
2016-04-30,18,False
