date,MU stock,isPartial
2017-02-01,75,False
2017-02-02,86,False
2017-02-03,82,False
2017-02-04,13,False
2017-02-05,17,False
2017-02-06,59,False
2017-02-07,64,False
2017-02-08,38,False
2017-02-09,71,False
2017-02-10,65,False
2017-02-11,10,False
2017-02-12,11,False
2017-02-13,62,False
2017-02-14,70,False
2017-02-15,74,False
2017-02-16,65,False
2017-02-17,80,False
2017-02-18,21,False
2017-02-19,10,False
2017-02-20,20,False
2017-02-21,54,False
2017-02-22,88,False
2017-02-23,69,False
2017-02-24,76,False
2017-02-25,15,False
2017-02-26,13,False
2017-02-27,86,False
2017-02-28,100,False
