date,GOOG stock,isPartial
2015-06-01,35,False
2015-06-02,42,False
2015-06-03,56,False
2015-06-04,51,False
2015-06-05,30,False
2015-06-06,17,False
2015-06-07,9,False
2015-06-08,56,False
2015-06-09,49,False
2015-06-10,21,False
2015-06-11,44,False
2015-06-12,60,False
2015-06-13,17,False
2015-06-14,17,False
2015-06-15,70,False
2015-06-16,56,False
2015-06-17,28,False
2015-06-18,22,False
2015-06-19,90,False
2015-06-20,34,False
2015-06-21,26,False
2015-06-22,100,False
2015-06-23,49,False
2015-06-24,100,False
2015-06-25,94,False
2015-06-26,60,False
2015-06-27,34,False
2015-06-28,43,False
2015-06-29,79,False
2015-06-30,43,False
