date,AMZN stock,isPartial
2016-07-01,18,False
2016-07-02,6,False
2016-07-03,5,False
2016-07-04,6,False
2016-07-05,18,False
2016-07-06,19,False
2016-07-07,21,False
2016-07-08,23,False
2016-07-09,12,False
2016-07-10,5,False
2016-07-11,23,False
2016-07-12,44,False
2016-07-13,43,False
2016-07-14,22,False
2016-07-15,17,False
2016-07-16,9,False
2016-07-17,1,False
2016-07-18,20,False
2016-07-19,31,False
2016-07-20,21,False
2016-07-21,34,False
2016-07-22,11,False
2016-07-23,10,False
2016-07-24,4,False
2016-07-25,22,False
2016-07-26,31,False
2016-07-27,27,False
2016-07-28,100,False
2016-07-29,67,False
2016-07-30,11,False
2016-07-31,10,False
