date,EXPE stock,isPartial
2015-03-01,0,False
2015-03-02,0,False
2015-03-03,67,False
2015-03-04,68,False
2015-03-05,0,False
2015-03-06,73,False
2015-03-07,0,False
2015-03-08,0,False
2015-03-09,0,False
2015-03-10,68,False
2015-03-11,0,False
2015-03-12,70,False
2015-03-13,0,False
2015-03-14,0,False
2015-03-15,78,False
2015-03-16,68,False
2015-03-17,0,False
2015-03-18,0,False
2015-03-19,68,False
2015-03-20,70,False
2015-03-21,81,False
2015-03-22,0,False
2015-03-23,67,False
2015-03-24,68,False
2015-03-25,100,False
2015-03-26,0,False
2015-03-27,72,False
2015-03-28,87,False
2015-03-29,0,False
2015-03-30,68,False
2015-03-31,0,False
