date,PFE stock,isPartial
2018-09-01,5,False
2018-09-02,10,False
2018-09-03,9,False
2018-09-04,27,False
2018-09-05,63,False
2018-09-06,63,False
2018-09-07,46,False
2018-09-08,15,False
2018-09-09,5,False
2018-09-10,67,False
2018-09-11,75,False
2018-09-12,67,False
2018-09-13,77,False
2018-09-14,60,False
2018-09-15,21,False
2018-09-16,0,False
2018-09-17,36,False
2018-09-18,79,False
2018-09-19,67,False
2018-09-20,100,False
2018-09-21,51,False
2018-09-22,5,False
2018-09-23,15,False
2018-09-24,85,False
2018-09-25,75,False
2018-09-26,48,False
2018-09-27,67,False
2018-09-28,19,False
2018-09-29,31,False
2018-09-30,10,False
