date,GS stock,isPartial
2012-04-01,0,False
2012-04-02,58,False
2012-04-03,29,False
2012-04-04,59,False
2012-04-05,30,False
2012-04-06,33,False
2012-04-07,0,False
2012-04-08,0,False
2012-04-09,100,False
2012-04-10,30,False
2012-04-11,28,False
2012-04-12,57,False
2012-04-13,30,False
2012-04-14,34,False
2012-04-15,68,False
2012-04-16,42,False
2012-04-17,97,False
2012-04-18,28,False
2012-04-19,57,False
2012-04-20,30,False
2012-04-21,0,False
2012-04-22,34,False
2012-04-23,55,False
2012-04-24,41,False
2012-04-25,28,False
2012-04-26,42,False
2012-04-27,45,False
2012-04-28,35,False
2012-04-29,0,False
2012-04-30,44,False
