date,MDLZ stock,isPartial
2018-03-01,28,False
2018-03-02,59,False
2018-03-03,0,False
2018-03-04,0,False
2018-03-05,56,False
2018-03-06,70,False
2018-03-07,100,False
2018-03-08,58,False
2018-03-09,60,False
2018-03-10,0,False
2018-03-11,0,False
2018-03-12,70,False
2018-03-13,85,False
2018-03-14,0,False
2018-03-15,29,False
2018-03-16,30,False
2018-03-17,65,False
2018-03-18,0,False
2018-03-19,29,False
2018-03-20,28,False
2018-03-21,71,False
2018-03-22,43,False
2018-03-23,0,False
2018-03-24,0,False
2018-03-25,0,False
2018-03-26,43,False
2018-03-27,58,False
2018-03-28,89,False
2018-03-29,0,False
2018-03-30,32,False
2018-03-31,68,False
