date,EA stock,isPartial
2015-03-01,18,False
2015-03-02,47,False
2015-03-03,74,False
2015-03-04,32,False
2015-03-05,27,False
2015-03-06,28,False
2015-03-07,38,False
2015-03-08,31,False
2015-03-09,37,False
2015-03-10,37,False
2015-03-11,47,False
2015-03-12,81,False
2015-03-13,100,False
2015-03-14,87,False
2015-03-15,25,False
2015-03-16,79,False
2015-03-17,64,False
2015-03-18,48,False
2015-03-19,53,False
2015-03-20,27,False
2015-03-21,31,False
2015-03-22,30,False
2015-03-23,37,False
2015-03-24,53,False
2015-03-25,31,False
2015-03-26,31,False
2015-03-27,50,False
2015-03-28,27,False
2015-03-29,13,False
2015-03-30,53,False
2015-03-31,38,False
