date,GS stock,isPartial
2016-08-01,100,False
2016-08-02,84,False
2016-08-03,78,False
2016-08-04,63,False
2016-08-05,92,False
2016-08-06,42,False
2016-08-07,0,False
2016-08-08,71,False
2016-08-09,39,False
2016-08-10,63,False
2016-08-11,73,False
2016-08-12,50,False
2016-08-13,28,False
2016-08-14,57,False
2016-08-15,68,False
2016-08-16,49,False
2016-08-17,74,False
2016-08-18,41,False
2016-08-19,68,False
2016-08-20,28,False
2016-08-21,0,False
2016-08-22,40,False
2016-08-23,73,False
2016-08-24,79,False
2016-08-25,77,False
2016-08-26,73,False
2016-08-27,27,False
2016-08-28,26,False
2016-08-29,45,False
2016-08-30,68,False
2016-08-31,45,False
