date,MSFT stock,isPartial
2015-07-01,30,False
2015-07-02,24,False
2015-07-03,8,False
2015-07-04,8,False
2015-07-05,5,False
2015-07-06,21,False
2015-07-07,25,False
2015-07-08,45,False
2015-07-09,36,False
2015-07-10,28,False
2015-07-11,11,False
2015-07-12,6,False
2015-07-13,37,False
2015-07-14,25,False
2015-07-15,24,False
2015-07-16,36,False
2015-07-17,32,False
2015-07-18,15,False
2015-07-19,13,False
2015-07-20,35,False
2015-07-21,73,False
2015-07-22,100,False
2015-07-23,43,False
2015-07-24,38,False
2015-07-25,11,False
2015-07-26,10,False
2015-07-27,29,False
2015-07-28,27,False
2015-07-29,43,False
2015-07-30,40,False
2015-07-31,39,False
