date,GS stock,isPartial
2018-06-01,52,False
2018-06-02,17,False
2018-06-03,8,False
2018-06-04,50,False
2018-06-05,59,False
2018-06-06,45,False
2018-06-07,59,False
2018-06-08,49,False
2018-06-09,13,False
2018-06-10,17,False
2018-06-11,48,False
2018-06-12,57,False
2018-06-13,60,False
2018-06-14,44,False
2018-06-15,30,False
2018-06-16,0,False
2018-06-17,16,False
2018-06-18,47,False
2018-06-19,42,False
2018-06-20,68,False
2018-06-21,61,False
2018-06-22,71,False
2018-06-23,19,False
2018-06-24,16,False
2018-06-25,44,False
2018-06-26,58,False
2018-06-27,73,False
2018-06-28,66,False
2018-06-29,100,False
2018-06-30,8,False
