date,WDC stock,isPartial
2017-05-01,72,False
2017-05-02,100,False
2017-05-03,80,False
2017-05-04,71,False
2017-05-05,49,False
2017-05-06,43,False
2017-05-07,19,False
2017-05-08,60,False
2017-05-09,73,False
2017-05-10,47,False
2017-05-11,58,False
2017-05-12,63,False
2017-05-13,12,False
2017-05-14,12,False
2017-05-15,32,False
2017-05-16,43,False
2017-05-17,72,False
2017-05-18,50,False
2017-05-19,64,False
2017-05-20,17,False
2017-05-21,8,False
2017-05-22,43,False
2017-05-23,53,False
2017-05-24,84,False
2017-05-25,84,False
2017-05-26,69,False
2017-05-27,17,False
2017-05-28,9,False
2017-05-29,11,False
2017-05-30,63,False
2017-05-31,49,False
