date,MAT stock,isPartial
2015-09-01,29,False
2015-09-02,20,False
2015-09-03,100,False
2015-09-04,21,False
2015-09-05,0,False
2015-09-06,23,False
2015-09-07,0,False
2015-09-08,19,False
2015-09-09,19,False
2015-09-10,20,False
2015-09-11,20,False
2015-09-12,68,False
2015-09-13,22,False
2015-09-14,29,False
2015-09-15,48,False
2015-09-16,19,False
2015-09-17,29,False
2015-09-18,61,False
2015-09-19,23,False
2015-09-20,34,False
2015-09-21,48,False
2015-09-22,48,False
2015-09-23,19,False
2015-09-24,20,False
2015-09-25,41,False
2015-09-26,23,False
2015-09-27,23,False
2015-09-28,19,False
2015-09-29,19,False
2015-09-30,77,False
