date,HD stock,isPartial
2013-06-01,68,False
2013-06-02,52,False
2013-06-03,59,False
2013-06-04,63,False
2013-06-05,53,False
2013-06-06,57,False
2013-06-07,51,False
2013-06-08,40,False
2013-06-09,60,False
2013-06-10,65,False
2013-06-11,65,False
2013-06-12,83,False
2013-06-13,40,False
2013-06-14,67,False
2013-06-15,37,False
2013-06-16,28,False
2013-06-17,56,False
2013-06-18,46,False
2013-06-19,53,False
2013-06-20,57,False
2013-06-21,64,False
2013-06-22,53,False
2013-06-23,56,False
2013-06-24,36,False
2013-06-25,43,False
2013-06-26,100,False
2013-06-27,87,False
2013-06-28,50,False
2013-06-29,71,False
2013-06-30,45,False
