date,SBUX stock,isPartial
2015-10-01,43,False
2015-10-02,52,False
2015-10-03,6,False
2015-10-04,17,False
2015-10-05,33,False
2015-10-06,40,False
2015-10-07,26,False
2015-10-08,26,False
2015-10-09,30,False
2015-10-10,11,False
2015-10-11,14,False
2015-10-12,24,False
2015-10-13,33,False
2015-10-14,30,False
2015-10-15,52,False
2015-10-16,52,False
2015-10-17,17,False
2015-10-18,8,False
2015-10-19,19,False
2015-10-20,30,False
2015-10-21,38,False
2015-10-22,40,False
2015-10-23,22,False
2015-10-24,6,False
2015-10-25,16,False
2015-10-26,30,False
2015-10-27,44,False
2015-10-28,63,False
2015-10-29,100,False
2015-10-30,75,False
2015-10-31,34,False
