date,PFE stock,isPartial
2015-03-01,35,False
2015-03-02,54,False
2015-03-03,23,False
2015-03-04,93,False
2015-03-05,31,False
2015-03-06,57,False
2015-03-07,18,False
2015-03-08,37,False
2015-03-09,31,False
2015-03-10,31,False
2015-03-11,85,False
2015-03-12,23,False
2015-03-13,40,False
2015-03-14,36,False
2015-03-15,27,False
2015-03-16,31,False
2015-03-17,62,False
2015-03-18,31,False
2015-03-19,77,False
2015-03-20,56,False
2015-03-21,46,False
2015-03-22,18,False
2015-03-23,100,False
2015-03-24,100,False
2015-03-25,57,False
2015-03-26,81,False
2015-03-27,65,False
2015-03-28,39,False
2015-03-29,0,False
2015-03-30,47,False
2015-03-31,78,False
