date,SIRI stock,isPartial
2012-07-01,16,False
2012-07-02,53,False
2012-07-03,89,False
2012-07-04,63,False
2012-07-05,28,False
2012-07-06,94,False
2012-07-07,33,False
2012-07-08,33,False
2012-07-09,71,False
2012-07-10,79,False
2012-07-11,58,False
2012-07-12,36,False
2012-07-13,56,False
2012-07-14,42,False
2012-07-15,17,False
2012-07-16,40,False
2012-07-17,89,False
2012-07-18,36,False
2012-07-19,46,False
2012-07-20,57,False
2012-07-21,34,False
2012-07-22,34,False
2012-07-23,54,False
2012-07-24,41,False
2012-07-25,73,False
2012-07-26,50,False
2012-07-27,100,False
2012-07-28,39,False
2012-07-29,28,False
2012-07-30,98,False
2012-07-31,62,False
