date,TXN stock,isPartial
2018-01-01,0,False
2018-01-02,15,False
2018-01-03,20,False
2018-01-04,32,False
2018-01-05,24,False
2018-01-06,9,False
2018-01-07,4,False
2018-01-08,28,False
2018-01-09,27,False
2018-01-10,21,False
2018-01-11,18,False
2018-01-12,24,False
2018-01-13,13,False
2018-01-14,7,False
2018-01-15,19,False
2018-01-16,25,False
2018-01-17,33,False
2018-01-18,40,False
2018-01-19,24,False
2018-01-20,10,False
2018-01-21,7,False
2018-01-22,30,False
2018-01-23,100,False
2018-01-24,88,False
2018-01-25,67,False
2018-01-26,52,False
2018-01-27,16,False
2018-01-28,7,False
2018-01-29,23,False
2018-01-30,33,False
2018-01-31,36,False
