date,EBAY stock,isPartial
2018-10-01,45,False
2018-10-02,39,False
2018-10-03,49,False
2018-10-04,55,False
2018-10-05,31,False
2018-10-06,25,False
2018-10-07,22,False
2018-10-08,51,False
2018-10-09,76,False
2018-10-10,53,False
2018-10-11,64,False
2018-10-12,61,False
2018-10-13,29,False
2018-10-14,29,False
2018-10-15,43,False
2018-10-16,49,False
2018-10-17,45,False
2018-10-18,54,False
2018-10-19,82,False
2018-10-20,40,False
2018-10-21,34,False
2018-10-22,58,False
2018-10-23,58,False
2018-10-24,52,False
2018-10-25,65,False
2018-10-26,54,False
2018-10-27,29,False
2018-10-28,40,False
2018-10-29,56,False
2018-10-30,93,False
2018-10-31,100,False
