date,MSFT stock,isPartial
2012-08-01,53,False
2012-08-02,72,False
2012-08-03,52,False
2012-08-04,53,False
2012-08-05,26,False
2012-08-06,56,False
2012-08-07,91,False
2012-08-08,63,False
2012-08-09,43,False
2012-08-10,52,False
2012-08-11,52,False
2012-08-12,66,False
2012-08-13,35,False
2012-08-14,77,False
2012-08-15,58,False
2012-08-16,64,False
2012-08-17,97,False
2012-08-18,44,False
2012-08-19,27,False
2012-08-20,76,False
2012-08-21,50,False
2012-08-22,42,False
2012-08-23,64,False
2012-08-24,37,False
2012-08-25,64,False
2012-08-26,75,False
2012-08-27,34,False
2012-08-28,81,False
2012-08-29,76,False
2012-08-30,49,False
2012-08-31,100,False
