date,CTSH stock,isPartial
2017-05-01,35,False
2017-05-02,19,False
2017-05-03,37,False
2017-05-04,24,False
2017-05-05,100,False
2017-05-06,25,False
2017-05-07,14,False
2017-05-08,48,False
2017-05-09,71,False
2017-05-10,61,False
2017-05-11,51,False
2017-05-12,48,False
2017-05-13,10,False
2017-05-14,9,False
2017-05-15,45,False
2017-05-16,43,False
2017-05-17,60,False
2017-05-18,43,False
2017-05-19,51,False
2017-05-20,15,False
2017-05-21,23,False
2017-05-22,43,False
2017-05-23,29,False
2017-05-24,46,False
2017-05-25,44,False
2017-05-26,46,False
2017-05-27,17,False
2017-05-28,10,False
2017-05-29,27,False
2017-05-30,28,False
2017-05-31,39,False
