date,CSCO stock,isPartial
2013-12-01,18,False
2013-12-02,52,False
2013-12-03,47,False
2013-12-04,16,False
2013-12-05,54,False
2013-12-06,100,False
2013-12-07,38,False
2013-12-08,19,False
2013-12-09,84,False
2013-12-10,42,False
2013-12-11,65,False
2013-12-12,65,False
2013-12-13,68,False
2013-12-14,39,False
2013-12-15,47,False
2013-12-16,54,False
2013-12-17,44,False
2013-12-18,71,False
2013-12-19,85,False
2013-12-20,65,False
2013-12-21,40,False
2013-12-22,30,False
2013-12-23,84,False
2013-12-24,59,False
2013-12-25,43,False
2013-12-26,28,False
2013-12-27,48,False
2013-12-28,39,False
2013-12-29,52,False
2013-12-30,87,False
2013-12-31,59,False
