date,EBAY stock,isPartial
2016-11-01,67,False
2016-11-02,100,False
2016-11-03,77,False
2016-11-04,87,False
2016-11-05,56,False
2016-11-06,57,False
2016-11-07,59,False
2016-11-08,76,False
2016-11-09,100,False
2016-11-10,75,False
2016-11-11,82,False
2016-11-12,61,False
2016-11-13,53,False
2016-11-14,82,False
2016-11-15,100,False
2016-11-16,90,False
2016-11-17,75,False
2016-11-18,98,False
2016-11-19,70,False
2016-11-20,66,False
2016-11-21,77,False
2016-11-22,77,False
2016-11-23,70,False
2016-11-24,63,False
2016-11-25,74,False
2016-11-26,72,False
2016-11-27,60,False
2016-11-28,73,False
2016-11-29,74,False
2016-11-30,72,False
