date,COST stock,isPartial
2018-12-01,47,False
2018-12-02,56,False
2018-12-03,89,False
2018-12-04,94,False
2018-12-05,74,False
2018-12-06,90,False
2018-12-07,70,False
2018-12-08,61,False
2018-12-09,56,False
2018-12-10,96,False
2018-12-11,73,False
2018-12-12,93,False
2018-12-13,94,False
2018-12-14,100,False
2018-12-15,59,False
2018-12-16,45,False
2018-12-17,71,False
2018-12-18,72,False
2018-12-19,76,False
2018-12-20,66,False
2018-12-21,65,False
2018-12-22,48,False
2018-12-23,34,False
2018-12-24,55,False
2018-12-25,32,False
2018-12-26,61,False
2018-12-27,67,False
2018-12-28,59,False
2018-12-29,37,False
2018-12-30,37,False
2018-12-31,51,False
