date,DIS stock,isPartial
2013-02-01,62,False
2013-02-02,0,False
2013-02-03,0,False
2013-02-04,40,False
2013-02-05,20,False
2013-02-06,100,False
2013-02-07,81,False
2013-02-08,63,False
2013-02-09,24,False
2013-02-10,48,False
2013-02-11,81,False
2013-02-12,61,False
2013-02-13,59,False
2013-02-14,41,False
2013-02-15,63,False
2013-02-16,23,False
2013-02-17,23,False
2013-02-18,59,False
2013-02-19,78,False
2013-02-20,20,False
2013-02-21,39,False
2013-02-22,83,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,0,False
2013-02-26,58,False
2013-02-27,78,False
2013-02-28,60,False
