date,GRMN stock,isPartial
2017-09-01,100,False
2017-09-02,0,False
2017-09-03,0,False
2017-09-04,0,False
2017-09-05,46,False
2017-09-06,46,False
2017-09-07,47,False
2017-09-08,48,False
2017-09-09,0,False
2017-09-10,0,False
2017-09-11,92,False
2017-09-12,69,False
2017-09-13,46,False
2017-09-14,62,False
2017-09-15,48,False
2017-09-16,0,False
2017-09-17,0,False
2017-09-18,46,False
2017-09-19,46,False
2017-09-20,46,False
2017-09-21,47,False
2017-09-22,48,False
2017-09-23,54,False
2017-09-24,0,False
2017-09-25,0,False
2017-09-26,45,False
2017-09-27,46,False
2017-09-28,46,False
2017-09-29,49,False
2017-09-30,0,False
