date,PFE stock,isPartial
2016-04-01,46,False
2016-04-02,25,False
2016-04-03,25,False
2016-04-04,44,False
2016-04-05,66,False
2016-04-06,99,False
2016-04-07,100,False
2016-04-08,57,False
2016-04-09,6,False
2016-04-10,19,False
2016-04-11,22,False
2016-04-12,38,False
2016-04-13,61,False
2016-04-14,50,False
2016-04-15,23,False
2016-04-16,32,False
2016-04-17,0,False
2016-04-18,28,False
2016-04-19,38,False
2016-04-20,27,False
2016-04-21,73,False
2016-04-22,35,False
2016-04-23,6,False
2016-04-24,6,False
2016-04-25,21,False
2016-04-26,38,False
2016-04-27,16,False
2016-04-28,50,False
2016-04-29,64,False
2016-04-30,0,False
