date,PFE stock,isPartial
2017-05-01,44,False
2017-05-02,58,False
2017-05-03,55,False
2017-05-04,100,False
2017-05-05,43,False
2017-05-06,20,False
2017-05-07,16,False
2017-05-08,62,False
2017-05-09,58,False
2017-05-10,58,False
2017-05-11,59,False
2017-05-12,36,False
2017-05-13,24,False
2017-05-14,12,False
2017-05-15,36,False
2017-05-16,48,False
2017-05-17,59,False
2017-05-18,70,False
2017-05-19,38,False
2017-05-20,17,False
2017-05-21,8,False
2017-05-22,52,False
2017-05-23,79,False
2017-05-24,59,False
2017-05-25,72,False
2017-05-26,75,False
2017-05-27,18,False
2017-05-28,26,False
2017-05-29,8,False
2017-05-30,58,False
2017-05-31,64,False
