date,HD stock,isPartial
2012-06-01,49,False
2012-06-02,71,False
2012-06-03,38,False
2012-06-04,51,False
2012-06-05,36,False
2012-06-06,46,False
2012-06-07,100,False
2012-06-08,32,False
2012-06-09,51,False
2012-06-10,50,False
2012-06-11,71,False
2012-06-12,50,False
2012-06-13,41,False
2012-06-14,67,False
2012-06-15,60,False
2012-06-16,19,False
2012-06-17,64,False
2012-06-18,40,False
2012-06-19,61,False
2012-06-20,61,False
2012-06-21,31,False
2012-06-22,60,False
2012-06-23,52,False
2012-06-24,38,False
2012-06-25,51,False
2012-06-26,51,False
2012-06-27,62,False
2012-06-28,73,False
2012-06-29,50,False
2012-06-30,20,False
