date,SBUX stock,isPartial
2017-07-01,5,False
2017-07-02,6,False
2017-07-03,10,False
2017-07-04,6,False
2017-07-05,17,False
2017-07-06,14,False
2017-07-07,18,False
2017-07-08,6,False
2017-07-09,3,False
2017-07-10,18,False
2017-07-11,12,False
2017-07-12,16,False
2017-07-13,14,False
2017-07-14,20,False
2017-07-15,7,False
2017-07-16,3,False
2017-07-17,20,False
2017-07-18,19,False
2017-07-19,21,False
2017-07-20,20,False
2017-07-21,15,False
2017-07-22,9,False
2017-07-23,6,False
2017-07-24,15,False
2017-07-25,17,False
2017-07-26,19,False
2017-07-27,60,False
2017-07-28,100,False
2017-07-29,34,False
2017-07-30,14,False
2017-07-31,53,False
