date,AMZN stock,isPartial
2019-02-01,100,False
2019-02-02,16,False
2019-02-03,7,False
2019-02-04,43,False
2019-02-05,42,False
2019-02-06,40,False
2019-02-07,34,False
2019-02-08,43,False
2019-02-09,10,False
2019-02-10,5,False
2019-02-11,32,False
2019-02-12,43,False
2019-02-13,41,False
2019-02-14,37,False
2019-02-15,39,False
2019-02-16,8,False
2019-02-17,4,False
2019-02-18,12,False
2019-02-19,34,False
2019-02-20,32,False
2019-02-21,26,False
2019-02-22,28,False
2019-02-23,7,False
2019-02-24,4,False
2019-02-25,31,False
2019-02-26,29,False
2019-02-27,30,False
2019-02-28,28,False
