date,MRVL stock,isPartial
2013-05-01,100,False
2013-05-02,47,False
2013-05-03,0,False
2013-05-04,56,False
2013-05-05,0,False
2013-05-06,47,False
2013-05-07,46,False
2013-05-08,0,False
2013-05-09,48,False
2013-05-10,0,False
2013-05-11,0,False
2013-05-12,0,False
2013-05-13,0,False
2013-05-14,91,False
2013-05-15,45,False
2013-05-16,46,False
2013-05-17,49,False
2013-05-18,57,False
2013-05-19,0,False
2013-05-20,92,False
2013-05-21,45,False
2013-05-22,45,False
2013-05-23,45,False
2013-05-24,96,False
2013-05-25,56,False
2013-05-26,0,False
2013-05-27,47,False
2013-05-28,0,False
2013-05-29,90,False
2013-05-30,47,False
2013-05-31,0,False
