date,IBM stock,isPartial
2016-01-01,16,False
2016-01-02,7,False
2016-01-03,5,False
2016-01-04,31,False
2016-01-05,33,False
2016-01-06,34,False
2016-01-07,45,False
2016-01-08,38,False
2016-01-09,15,False
2016-01-10,10,False
2016-01-11,32,False
2016-01-12,32,False
2016-01-13,39,False
2016-01-14,35,False
2016-01-15,37,False
2016-01-16,25,False
2016-01-17,9,False
2016-01-18,20,False
2016-01-19,62,False
2016-01-20,100,False
2016-01-21,58,False
2016-01-22,45,False
2016-01-23,19,False
2016-01-24,17,False
2016-01-25,35,False
2016-01-26,43,False
2016-01-27,36,False
2016-01-28,38,False
2016-01-29,37,False
2016-01-30,18,False
2016-01-31,12,False
